time,temperature_2m_max,temperature_2m_min,temperature_2m_mean,precipitation_sum,rain_sum,snowfall_sum,windspeed_10m_max,windgusts_10m_max,winddirection_10m_dominant,shortwave_radiation_sum,weathercode
2024-12-01,0.7,-8.0,-4.6,0.0,0.0,0.0,2.51,3.0,151,6.84,
2024-12-02,-2.7,-6.7,-4.1,2.0,0.0,1.4,1.86,2.7,171,4.89,
2024-12-03,-1.1,-7.4,-4.7,0.0,0.0,0.0,4.33,6.4,143,7.8,
2024-12-04,-4.7,-8.6,-6.4,0.0,0.0,0.0,2.53,2.8,164,7.08,
2024-12-05,-4.4,-10.1,-7.4,0.0,0.0,0.0,2.82,3.5,149,7.75,
2024-12-06,-6.5,-12.9,-8.4,0.0,0.0,0.0,2.73,3.9,132,7.61,
2024-12-07,-6.7,-11.0,-8.6,0.0,0.0,0.0,3.06,3.3,136,7.47,
2024-12-08,-7.8,-11.8,-9.6,0.0,0.0,0.0,2.44,3.4,143,7.77,
2024-12-09,-7.5,-18.2,-11.3,1.7,0.0,1.19,3.37,4.4,163,5.15,
2024-12-10,-9.5,-14.2,-11.2,0.2,0.1,0.07,2.07,2.6,175,7.05,
2024-12-11,-9.8,-17.7,-14.2,0.8,0.0,0.56,5.66,7.6,157,7.59,
2024-12-12,-13.0,-18.5,-16.3,0.0,0.0,0.0,6.25,7.9,142,8.0,
2024-12-13,-12.7,-20.5,-16.6,0.0,0.0,0.0,3.98,5.9,131,8.03,
2024-12-14,-11.1,-19.8,-17.0,0.0,0.0,0.0,4.67,7.5,137,8.05,
2024-12-15,-9.5,-18.9,-14.2,0.0,0.0,0.0,3.76,5.7,133,7.65,
2024-12-16,-4.3,-17.0,-10.8,2.2,0.0,1.54,5.85,7.2,171,3.77,
2024-12-17,-9.5,-13.3,-11.3,0.6,0.0,0.42,2.66,2.8,164,7.71,
2024-12-18,-12.5,-18.2,-15.0,0.0,0.0,0.0,2.84,3.6,154,7.68,
2024-12-19,-10.6,-17.4,-14.2,0.0,0.0,0.0,3.22,3.9,134,7.64,
2024-12-20,-10.4,-19.3,-15.3,0.0,0.0,0.0,3.6,4.5,165,7.7,
2024-12-21,-8.4,-15.0,-12.2,0.0,0.0,0.0,3.99,3.5,159,7.5,
2024-12-22,-11.9,-16.6,-13.8,1.7,0.0,1.19,2.52,3.4,171,5.81,
2024-12-23,-8.4,-16.4,-12.6,0.2,0.0,0.14,6.05,8.0,139,7.1,
2024-12-24,-11.3,-15.6,-13.5,1.5,0.0,1.05,2.11,3.7,147,5.34,
2024-12-25,-12.2,-17.3,-14.4,0.3,0.0,0.21,2.97,2.4,139,7.62,
2024-12-26,-16.6,-20.4,-18.6,0.0,0.0,0.0,3.14,3.6,149,7.99,
2024-12-27,-14.3,-22.7,-19.1,0.0,0.0,0.0,4.73,5.2,145,7.93,
2024-12-28,-11.5,-20.2,-17.0,0.0,0.0,0.0,4.08,6.1,118,7.86,
2024-12-29,-9.9,-19.0,-15.5,0.0,0.0,0.0,4.62,6.4,128,7.88,
2024-12-30,-10.3,-16.3,-13.9,0.0,0.0,0.0,5.13,7.6,136,7.08,
2024-12-31,-7.2,-13.5,-10.0,0.0,0.0,0.0,3.14,4.9,134,7.59,
